,TIME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES
0,2020-03-17,2369.138248847926,1392.221198156682,976.7557603686636
1,2020-03-18,2477.9444444444443,1501.6458333333333,971.7847222222222
2,2020-03-19,2318.034722222222,1406.9722222222222,908.4548611111111
3,2020-03-20,2274.21875,1369.9722222222222,900.9375
4,2020-03-21,2303.934027777778,1367.78125,934.9895833333334
5,2020-03-22,2294.1319444444443,1388.4270833333333,905.125
6,2020-03-23,2351.6770833333335,1421.3472222222222,923.7326388888889
7,2020-03-24,2240.3645833333335,1351.732638888889,883.1354166666666
8,2020-03-25,2244.034722222222,1368.1180555555557,870.8194444444445
9,2020-03-26,2327.1875,1394.0104166666667,930.3159722222222
10,2020-03-27,2182.59375,1320.6875,860.0277777777778
11,2020-03-28,2226.3229166666665,1316.6458333333333,908.9652777777778
12,2020-03-29,2378.809027777778,1398.9583333333333,978.3229166666666
13,2020-03-30,2437.0798611111113,1450.375,973.53125
14,2020-03-31,2267.940972222222,1417.1493055555557,835.71875
15,2020-04-01,2200.3541666666665,1419.704861111111,770.65625
16,2020-04-02,2121.1319444444443,1381.4618055555557,728.4756944444445
17,2020-04-03,2004.1770833333333,1311.8541666666667,691.5416666666666
18,2020-04-04,2086.2986111111113,1362.9583333333333,721.8229166666666
19,2020-04-05,2243.9513888888887,1476.3993055555557,765.5069444444445
20,2020-04-06,2362.2951388888887,1551.6284722222222,805.1875
21,2020-04-07,2275.5729166666665,1513.75,757.3611111111111
22,2020-04-08,2134.7673611111113,1414.7881944444443,713.9791666666666
23,2020-04-09,2128.378472222222,1408.3402777777778,713.5
24,2020-04-10,2053.8055555555557,1374.1284722222222,677.5208333333334
25,2020-04-11,2162.184027777778,1446.4409722222222,713.8819444444445
26,2020-04-12,2295.628472222222,1507.142361111111,786.7951388888889
27,2020-04-13,2258.4513888888887,1477.951388888889,778.8819444444445
28,2020-04-14,2203.1041666666665,1458.625,737.1701388888889
29,2020-04-15,2187.1319444444443,1454.736111111111,726.9270833333334
30,2020-04-16,2162.1979166666665,1448.0868055555557,709.25
31,2020-04-17,2246.3298611111113,1506.75,734.2048611111111
32,2020-04-18,2205.0069444444443,1465.9965277777778,737.59375
33,2020-04-19,2199.1736111111113,1468.8090277777778,728.2118055555555
34,2020-04-20,2298.4930555555557,1503.888888888889,786.4895833333334
35,2020-04-21,2288.4513888888887,1499.2465277777778,781.4236111111111
36,2020-04-22,2270.190972222222,1519.6770833333333,745.2465277777778
37,2020-04-23,2305.621527777778,1537.8159722222222,760.6527777777778
38,2020-04-24,2253.6666666666665,1494.888888888889,754.1493055555555
39,2020-04-25,2254.7256944444443,1507.232638888889,745.71875
40,2020-04-26,2217.5555555555557,1457.4340277777778,759.4340277777778
41,2020-04-27,2269.465277777778,1482.6979166666667,779.6215277777778
42,2020-04-28,2272.71875,1482.1284722222222,784.5659722222222
43,2020-04-29,2280.9583333333335,1504.9375,770.7048611111111
44,2020-04-30,2286.246527777778,1509.579861111111,773.0416666666666
45,2020-05-01,2189.503472222222,1401.1319444444443,787.8229166666666
46,2020-05-02,2243.2881944444443,1447.2708333333333,795.4027777777778
47,2020-05-03,2292.0486111111113,1471.4270833333333,819.7951388888889
48,2020-05-04,2314.8263888888887,1473.3645833333333,838.4930555555555
49,2020-05-05,2371.871527777778,1534.4895833333333,828.8506944444445
50,2020-05-06,2356.5625,1550.1840277777778,800.2986111111111
51,2020-05-07,2391.0104166666665,1579.9131944444443,801.8263888888889
52,2020-05-08,2303.0833333333335,1523.5625,777.0659722222222
53,2020-05-09,2292.8055555555557,1506.9618055555557,783.0555555555555
54,2020-05-10,2370.53125,1476.888888888889,890.6215277777778
55,2020-05-11,2362.097222222222,1499.1909722222222,858.0208333333334
56,2020-05-12,2407.0729166666665,1558.6041666666667,843.0138888888889
57,2020-05-13,2356.3541666666665,1548.736111111111,802.6701388888889
58,2020-05-14,2344.3263888888887,1554.375,785.4513888888889
59,2020-05-15,2326.2986111111113,1543.2881944444443,780.9965277777778
60,2020-05-16,2289.9166666666665,1522.142361111111,766.4340277777778
61,2020-05-17,2276.2361111111113,1485.6770833333333,788.6180555555555
62,2020-05-18,2356.065972222222,1529.3020833333333,819.7916666666666
63,2020-05-19,2264.7326388888887,1494.21875,760.8159722222222
64,2020-05-20,2342.0208333333335,1544.3368055555557,789.4131944444445
65,2020-05-21,2293.0451388888887,1500.8993055555557,784.2222222222222
66,2020-05-22,2255.3333333333335,1472.451388888889,777.375
67,2020-05-23,2187.8680555555557,1448.5902777777778,738.6701388888889
68,2020-05-24,2239.309027777778,1458.4409722222222,779.1527777777778
69,2020-05-25,2313.7916666666665,1493.982638888889,813.5520833333334
70,2020-05-26,2223.7673611111113,1451.59375,767.0972222222222
71,2020-05-27,2283.6458333333335,1502.0104166666667,775.7152777777778
72,2020-05-28,2305.8368055555557,1527.9652777777778,774.0034722222222
73,2020-05-29,2307.8819444444443,1503.1805555555557,801.7152777777778
74,2020-05-30,2315.8020833333335,1498.1284722222222,815.6388888888889
75,2020-05-31,2297.652777777778,1494.4930555555557,801.5902777777778
76,2020-06-01,2308.2395833333335,1504.638888888889,800.3298611111111
77,2020-06-02,2385.6388888888887,1529.8159722222222,850.5694444444445
78,2020-06-03,2308.2013888888887,1470.8368055555557,831.3159722222222
79,2020-06-04,2235.128472222222,1428.513888888889,803.0902777777778
80,2020-06-05,2334.71875,1469.9409722222222,861.09375
81,2020-06-06,2275.784722222222,1427.3958333333333,838.7847222222222
